levy,manufacturer,model,prod,category,leather,fuel,engine,mileage,cylinders,gear,drive,doors,wheel,color,airbags,price,turbo
1249.0,TOYOTA,Camry,2017,Sedan,1,Petrol,2.5,27560,4,Automatic,Front,4,left,Grey,12,14269,0
,TOYOTA,Prius,2008,Hatchback,0,Hybrid,1.5,384000,4,Variator,Front,4,left,White,0,10036,0
1055.0,MERCEDES-BENZ,E 350,2013,Sedan,1,Diesel,3.5,107800,6,Automatic,Rear,4,left,Grey,12,5802,0
,TOYOTA,Vitz,2001,Hatchback,0,Petrol,1.5,155000,4,Automatic,Front,4,right,Beige,8,7527,0
639.0,CHEVROLET,Malibu,2014,Sedan,1,Diesel,2.0,159436,4,Automatic,Front,4,left,Black,4,22567,0
583.0,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,129000,4,Automatic,Front,4,left,Silver,4,20005,0
,NISSAN,Skyline,2003,Sedan,0,Petrol,3.0,166000,6,Tiptronic,Rear,4,right,Silver,6,6617,0
843.0,TOYOTA,Prius,2008,Hatchback,0,Hybrid,1.5,216000,4,Automatic,Front,4,left,Grey,0,11604,0
891.0,HYUNDAI,Elantra SE,2016,Sedan,0,Petrol,2.0,81302,4,Automatic,Front,4,left,Red,8,17405,0
919.0,BMW,X5,2012,Jeep,1,Diesel,3.0,70994,6,Automatic,4x4,4,left,Black,0,34811,0
363.0,CHEVROLET,Spark,2014,Hatchback,1,LPG,1.0,175771,4,Automatic,Front,4,left,Grey,4,8963,0
,MERCEDES-BENZ,Viano,2004,Minivan,1,CNG,3.2,0,6,Tiptronic,Rear,4,right,Carnelian red,8,11290,0
,NISSAN,Note,2005,Hatchback,0,Petrol,1.5,108000,4,Automatic,Front,4,right,Silver,2,7840,0
779.0,TOYOTA,Camry,2013,Sedan,1,Hybrid,2.5,232032,4,Automatic,Front,4,left,Silver,12,392,0
1185.0,FORD,Escape,2009,Jeep,0,Hybrid,2.5,99000,4,Automatic,Front,4,left,White,7,15681,0
830.0,GMC,TERRAIN,2019,Sedan,1,Petrol,1.5,9422,4,Automatic,Front,4,left,Blue,12,3450,0
289.0,FORD,Escape,2008,Jeep,1,Hybrid,0.4,220474,4,Automatic,Front,4,left,Grey,0,282,0
474.0,CHEVROLET,Volt,2013,Hatchback,1,Hybrid,1.4,181360,4,Automatic,Front,4,left,Blue,12,706,0
779.0,TOYOTA,Camry,2013,Sedan,0,Petrol,2.5,7900,4,Tiptronic,Front,4,left,Black,0,19130,0
1018.0,MERCEDES-BENZ,C 300,2011,Sedan,1,Petrol,3.0,304082,6,Automatic,Rear,4,left,White,12,2038,0
1091.0,HYUNDAI,H1,2016,Universal,1,Diesel,2.5,182821,4,Automatic,Front,4,left,Silver,4,39201,0
,TOYOTA,Highlander,2006,Jeep,1,Hybrid,3.3,0,6,Automatic,Front,4,left,Grey,5,19444,0
,NISSAN,X-Terra,1999,Sedan,1,Petrol,5.9,210000,8,Automatic,Front,4,left,Black,12,8467,0
1267.0,TOYOTA,Aqua,2013,Hatchback,0,Hybrid,1.5,129000,4,Automatic,Front,4,right,Silver,6,10349,0
890.0,CHEVROLET,Orlando,2016,Jeep,1,Petrol,2.0,30179,4,Automatic,Front,4,left,White,4,20228,0
,FORD,Transit áƒžáƒ”áƒ áƒ”áƒ’áƒáƒ áƒáƒ¢áƒ™áƒ,1996,Microbus,1,Diesel,2.5,200000,4,Manual,Rear,5,left,White,0,200,0
531.0,CHEVROLET,Aveo,2012,Hatchback,1,Petrol,1.6,74181,4,Automatic,Front,4,left,White,4,8154,0
765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,2.0,362818,4,Automatic,Front,4,left,Orange,4,9722,0
,TOYOTA,Prius,2012,Sedan,0,Hybrid,1.8,0,4,Automatic,Front,4,left,White,12,13485,0
,TOYOTA,Prius,2012,Sedan,1,Hybrid,1.8,184000,4,Variator,Front,4,left,Grey,12,19757,0
,MITSUBISHI,Pajero 2.5diezel,1992,Jeep,0,Diesel,2.5,111111,4,Automatic,4x4,4,left,Black,2,5018,1
891.0,HYUNDAI,Sonata,2016,Sedan,1,LPG,2.0,240573,4,Automatic,Front,4,left,White,4,19914,0
353.0,LEXUS,CT 200h,2015,Hatchback,1,Hybrid,1.8,94949,4,Automatic,Front,4,left,White,12,470,0
1481.0,FORD,Focus,2006,Universal,0,Diesel,2.0,280000,4,Manual,Front,4,left,Grey,6,6586,1
831.0,SSANGYONG,Actyon,2017,Jeep,1,Petrol,1.6,47456,4,Automatic,Front,4,left,White,4,43576,0
,MERCEDES-BENZ,E 220,2002,Sedan,0,Diesel,2.2,250115,4,Manual,Rear,4,left,Silver,8,13172,0
961.0,CHEVROLET,Captiva,2009,Jeep,1,Diesel,2.0,63889,4,Automatic,Front,4,left,White,4,9722,0
,BMW,525,2001,Sedan,1,CNG,2.5,300000,6,Tiptronic,Rear,4,left,Blue,6,7213,0
1053.0,FORD,Explorer,2014,Jeep,1,Petrol,3.5,49709,4,Automatic,Front,4,left,Silver,4,62057,0
,TOYOTA,Prius,2011,Sedan,1,Hybrid,2.4,104000,4,Tiptronic,Front,4,left,Black,8,16308,0
,MERCEDES-BENZ,ML 350 370,2004,Jeep,1,Petrol,3.7,265000,6,Tiptronic,4x4,4,left,Silver,10,16590,0
1817.0,TOYOTA,Tacoma,2020,Sedan,1,Petrol,3.5,1669,6,Automatic,4x4,4,left,Black,12,31675,0
934.0,SUBARU,Forester,2015,Jeep,1,Petrol,2.5,81058,4,Automatic,4x4,4,left,Silver,0,10663,0
1528.0,PEUGEOT,406,1996,Sedan,0,Petrol,1.8,283000,4,Manual,Front,4,left,Green,2,2200,0
,MERCEDES-BENZ,A 190,2001,Hatchback,0,Petrol,1.9,147000,4,Automatic,Front,4,right,Black,4,5488,0
,FORD,Fusion,2014,Sedan,1,Plug-in Hybrid,2.0,140000,4,Automatic,Front,4,left,Black,10,29793,0
781.0,TOYOTA,Camry,2012,Sedan,0,Hybrid,2.5,138165,4,Automatic,Front,4,left,Red,0,23521,0
831.0,KIA,Optima HYBRID,2011,Sedan,0,Hybrid,2.4,88000,4,Automatic,Rear,4,left,Silver,8,13485,0
1811.0,LEXUS,GX 460,2010,Jeep,1,Petrol,4.6,260771,8,Automatic,4x4,4,left,Black,0,941,0
,MERCEDES-BENZ,E 320,2000,Sedan,1,Petrol,3.2,25000,6,Tiptronic,Rear,4,right,Blue,5,7200,0
585.0,MERCEDES-BENZ,C 250,2013,Sedan,1,Petrol,1.8,121712,4,Automatic,Rear,4,left,White,0,23521,0
1288.0,KIA,Sportage,2007,Jeep,1,Petrol,2.0,51264,4,Automatic,Front,4,left,Silver,4,5645,0
,JEEP,Grand Cherokee,2001,Jeep,1,CNG,4.0,60000,6,Automatic,4x4,4,left,Black,4,10000,0
878.0,FORD,Transit Connect,2009,Goods wagon,0,Diesel,1.8,20462,4,Manual,Front,4,left,White,4,12544,1
473.0,CHEVROLET,Cruze,2014,Sedan,0,Petrol,1.4,105070,4,Automatic,Front,4,left,Silver,0,12544,0
694.0,HYUNDAI,Santa FE,2014,Jeep,1,Diesel,2.2,51905,4,Automatic,Front,4,left,White,4,33378,0
1811.0,LEXUS,GX 470,2010,Jeep,1,Petrol,4.6,357246,8,Automatic,4x4,4,left,Grey,0,40142,0
,MITSUBISHI,L 200,2011,Pickup,0,Diesel,2.5,190000,4,Manual,4x4,4,left,White,2,32929,1
,TOYOTA,Prius,2014,Hatchback,0,Hybrid,1.8,139200,4,Variator,Front,4,left,Silver,6,24148,0
836.0,SSANGYONG,Actyon,2010,Sedan,1,Diesel,2.0,125000,4,Automatic,Front,4,left,Silver,4,14636,0
,BMW,328,2009,Sedan,1,Petrol,3.0,120000,6,Tiptronic,Rear,4,left,White,8,19444,0
521.0,CHEVROLET,Volt,2011,Hatchback,1,Hybrid,1.4,288778,4,Automatic,Front,4,left,Black,0,2666,0
640.0,SSANGYONG,REXTON,2013,Jeep,1,Diesel,2.0,51950,4,Automatic,Front,4,left,White,4,45633,0
,OPEL,Astra,1995,Goods wagon,0,Petrol,1.4,1111111,4,Manual,Front,4,left,Green,2,4077,0
765.0,HYUNDAI,Santa FE,2015,Jeep,1,Diesel,2.0,130000,4,Automatic,Front,4,left,Silver,4,39559,0
765.0,MERCEDES-BENZ,GLA 250,2015,Jeep,1,Petrol,2.0,48000,4,Tiptronic,4x4,4,left,Black,8,37633,0
1356.0,LEXUS,GX 460,2014,Jeep,1,Petrol,4.6,127250,8,Tiptronic,4x4,4,left,White,12,89379,0
765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,2.0,576605,4,Automatic,Front,4,left,Orange,4,9252,0
1058.0,TOYOTA,Highlander,2012,Jeep,1,Hybrid,3.5,363059,6,Automatic,4x4,4,left,White,12,1490,0
639.0,HYUNDAI,Santa FE,2014,Jeep,1,Diesel,2.0,79769,4,Automatic,Front,4,left,Grey,4,49858,0
1327.0,TOYOTA,Camry,2018,Sedan,1,Petrol,2.5,70662,4,Automatic,Front,4,left,Black,12,220,0
761.0,TOYOTA,Prius,2010,Hatchback,1,Hybrid,1.8,258909,4,Automatic,Front,4,left,White,12,1803,0
761.0,DAEWOO,Lacetti,2010,Sedan,1,Petrol,1.8,164466,4,Automatic,Front,4,left,Grey,4,8006,0
,MERCEDES-BENZ,200,1999,Sedan,0,Diesel,2.0,315000,4,Manual,Rear,4,left,Black,6,6586,1
915.0,BMW,X5,2014,Jeep,1,Petrol,3.0,70000,6,Tiptronic,4x4,4,left,Blue,12,56450,1
,VOLKSWAGEN,Vento,2000,Sedan,0,Petrol,1.6,197346,4,Manual,Front,4,left,White,4,5331,0
1077.0,TOYOTA,CHR,2019,Jeep,1,Petrol,2.0,3237,4,Automatic,Front,4,left,Black,12,282,0
1079.0,BMW,X1,2018,Jeep,1,Petrol,2.0,35000,4,Tiptronic,4x4,4,left,Black,12,62719,1
353.0,TOYOTA,Prius,2015,Sedan,0,Hybrid,1.8,100000,4,Tiptronic,Front,4,left,Sky blue,12,19757,0
,TOYOTA,Prius 11,2008,Hatchback,1,Hybrid,1.5,210000,4,Automatic,Front,4,left,Grey,8,15681,1
,BMW,535,2011,Sedan,1,Petrol,3.0,165000,6,Tiptronic,Rear,4,left,White,10,32929,1
629.0,HYUNDAI,Accent,2015,Sedan,1,Diesel,1.6,191108,4,Automatic,Front,4,left,Black,4,14454,0
595.0,TOYOTA,Aqua,2015,Hatchback,1,Petrol,1.5,67000,4,Automatic,Front,4,left,Black,4,19823,0
730.0,HYUNDAI,Elantra,2016,Sedan,1,Petrol,1.6,57000,4,Automatic,Front,4,left,Silver,4,26770,0
1091.0,CHEVROLET,Impala,2016,Sedan,1,Petrol,2.5,49716,4,Automatic,Front,4,left,Black,4,54405,0
1514.0,LEXUS,GX 470,2011,Sedan,1,Petrol,4.6,202048,8,Automatic,4x4,4,left,White,0,392,0
1996.0,FORD,Transit,2002,Microbus,0,Diesel,2.4,250000,4,Manual,Rear,2,left,White,4,12700,0
607.0,TOYOTA,Camry,2019,Sedan,1,Hybrid,2.5,39552,4,Automatic,Front,4,left,Black,12,251,0
,MERCEDES-BENZ,ML 350,2013,Jeep,1,Diesel,3.0,150000,6,Tiptronic,4x4,4,left,Black,12,78403,1
1053.0,MERCEDES-BENZ,E 350,2014,Sedan,1,Diesel,3.5,146395,6,Automatic,Rear,4,left,Grey,12,1882,0
,NISSAN,Pathfinder,2006,Jeep,1,Diesel,2.5,21000,4,Manual,4x4,5,left,Black,12,28852,1
645.0,LEXUS,CT 200h,2011,Hatchback,1,Hybrid,1.8,190000,4,Automatic,Front,4,left,Golden,4,21953,0
1108.0,NISSAN,370Z,2014,Coupe,1,Petrol,3.7,80698,6,Automatic,Rear,2,left,White,12,11133,0
1062.0,OPEL,Astra,2006,Hatchback,0,Petrol,1.4,138000,4,Manual,Front,4,left,Sky blue,6,12544,1
642.0,FORD,Explorer Turbo japan,2012,Jeep,1,Petrol,2.0,65000,4,Automatic,Front,4,left,White,10,42965,1
,MERCEDES-BENZ,C 200,2014,Sedan,1,Diesel,1.6,205000,4,Tiptronic,Rear,4,left,Blue,6,53314,1
,BMW,320,1999,Sedan,0,Diesel,2.0,350000,4,Manual,Rear,4,left,Blue,4,7840,1
707.0,DODGE,Caliber,2011,Hatchback,1,Petrol,2.0,193013,4,Automatic,Front,4,left,White,12,706,0
640.0,FORD,Fusion Bybrid,2013,Sedan,1,Hybrid,2.0,131089,4,Automatic,Front,4,left,White,12,20500,0
,MERCEDES-BENZ,S 500,1998,Sedan,1,LPG,5.0,20000,8,Tiptronic,Rear,4,left,Black,15,12544,0
1356.0,LEXUS,GX 470,2014,Jeep,1,Petrol,4.6,71638,8,Automatic,4x4,4,left,Red,12,1646,0
,HONDA,Elysion,2006,Minivan,0,LPG,2.4,220000,4,Tiptronic,Front,4,right,White,8,11604,0
,VAZ,Vesta,2018,Sedan,0,Petrol,1.6,35000,6,Tiptronic,Front,4,left,Black,12,15681,0
,TOYOTA,Prius,2012,Sedan,0,Petrol,1.8,39000,4,Tiptronic,Front,4,left,Grey,0,19500,0
639.0,FORD,Focus,2014,Sedan,0,Petrol,2.0,87000,4,Automatic,Front,4,left,Golden,16,12544,0
781.0,TOYOTA,Camry,2012,Sedan,1,Hybrid,2.5,159379,4,Automatic,Front,4,left,White,12,3136,0
530.0,HYUNDAI,Elantra,2013,Sedan,1,Petrol,1.6,110000,4,Automatic,Front,4,left,Grey,4,19707,0
891.0,CHEVROLET,Captiva,2016,Jeep,1,Diesel,2.0,149361,4,Automatic,Front,4,left,Silver,4,34240,0
900.0,KIA,Sportage,2015,Jeep,0,Petrol,2.4,50345,4,Tiptronic,4x4,4,left,Blue,12,3,0
640.0,HYUNDAI,Sonata,2013,Sedan,1,Petrol,2.0,107000,4,Tiptronic,Front,4,left,Silver,8,15400,1
,AUDI,A4,2008,Sedan,1,Petrol,2.0,226000,8,Tiptronic,4x4,5,left,Grey,4,10976,1
,NISSAN,Skyline,2007,Sedan,1,Petrol,2.5,1200,6,Tiptronic,4x4,4,right,Silver,6,10000,0
503.0,TOYOTA,Prius C,2012,Hatchback,0,Petrol,1.5,89700,4,Automatic,Front,4,left,Sky blue,6,17562,0
891.0,HYUNDAI,Sonata,2016,Sedan,1,LPG,2.0,280016,4,Automatic,Front,4,left,Silver,4,15681,0
879.0,HYUNDAI,Elantra,2019,Sedan,1,Petrol,1.6,8737,4,Automatic,Front,4,left,White,4,47377,0
,NISSAN,March,2004,Minivan,0,CNG,2.4,150000,4,Automatic,Front,4,left,Silver,10,5645,0
1282.0,KIA,Sportage,2007,Jeep,1,Diesel,2.0,93568,4,Automatic,Front,4,left,Black,4,7213,0
1391.0,MERCEDES-BENZ,CLS 550,2012,Sedan,1,Petrol,4.7,114000,8,Tiptronic,Rear,4,left,Black,0,68994,0
,BMW,X5,2014,Jeep,1,Diesel,3.5,104000,6,Automatic,4x4,4,left,White,12,81539,1
521.0,CHEVROLET,Volt,2011,Hatchback,1,Plug-in Hybrid,1.4,105989,4,Automatic,Front,4,left,Silver,8,16621,0
876.0,CHEVROLET,Cruze,2009,Sedan,1,Petrol,1.8,156032,4,Automatic,Front,4,left,Black,4,5802,0
843.0,TOYOTA,Prius,2008,Hatchback,0,Hybrid,1.5,205000,4,Automatic,Front,4,left,Green,8,9095,0
,MERCEDES-BENZ,C 180,1994,Sedan,1,Petrol,1.8,980087,4,Manual,Rear,4,left,Black,2,5500,0
,HONDA,Inspire,2005,Sedan,0,LPG,3.0,15500,6,Tiptronic,Front,4,right,Beige,8,7840,0
531.0,HYUNDAI,Elantra,2012,Sedan,1,Petrol,1.6,119595,4,Automatic,Front,4,left,White,4,13495,0
781.0,HYUNDAI,H1,2012,Universal,1,Diesel,2.5,206211,4,Automatic,Front,4,left,Grey,4,24571,0
765.0,CHEVROLET,Orlando,2015,Jeep,1,LPG,2.0,198840,4,Automatic,Front,4,left,White,4,20814,0
650.0,CHEVROLET,Cruze LT,2016,Sedan,0,Petrol,1.4,29355,4,Automatic,Front,4,left,White,8,15524,1
490.0,HONDA,Insight,2011,Hatchback,1,Hybrid,1.3,216858,4,Automatic,Front,4,left,Grey,0,188,0
1399.0,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,205968,6,Automatic,4x4,4,left,White,12,1646,0
640.0,VOLKSWAGEN,Jetta,2013,Sedan,1,Diesel,2.0,142515,4,Automatic,Front,4,left,White,12,627,0
836.0,HYUNDAI,Santa FE,2010,Jeep,1,Diesel,2.0,200221,4,Automatic,Front,4,left,Silver,4,15496,0
694.0,FORD,Transit,2014,Microbus,0,Diesel,2.2,135000,4,Manual,Rear,4,left,White,2,51746,1
,BMW,525,1999,Sedan,0,Petrol,2.5,146000,6,Tiptronic,Rear,4,left,Silver,6,9700,0
1537.0,TOYOTA,Highlander,2009,Jeep,1,Hybrid,3.3,251278,6,Automatic,4x4,4,left,Green,12,7997,0
730.0,CHEVROLET,Aveo,2016,Hatchback,1,Petrol,1.6,60805,4,Automatic,Front,4,left,Orange,4,24283,0
,BMW,318,1998,Sedan,1,Petrol,1.8,256848,4,Automatic,Rear,4,right,Green,5,5331,0
1055.0,LEXUS,RX 450,2013,Jeep,1,Hybrid,3.5,163010,6,Automatic,Front,4,left,Black,12,3607,0
629.0,HYUNDAI,Elantra,2015,Sedan,1,Diesel,1.6,99335,4,Automatic,Front,4,left,White,4,17054,0
761.0,TOYOTA,Prius,2010,Hatchback,1,Hybrid,1.8,258909,4,Automatic,Front,4,left,White,12,1803,0
,VOLKSWAGEN,Lupo iaponuri,2004,Coupe,0,Petrol,1.4,177439,4,Automatic,Front,2,left,Sky blue,4,5959,0
753.0,HYUNDAI,Sonata,2012,Sedan,1,Hybrid,2.4,243051,4,Automatic,Front,4,left,White,0,549,0
770.0,HYUNDAI,Tucson,2016,Jeep,1,Diesel,1.7,170000,4,Automatic,Front,4,left,White,4,29169,0
,TOYOTA,Prius,2010,Sedan,0,Petrol,1.6,240000,2,Automatic,Front,4,left,White,2,35,0
574.0,HONDA,Insight,2010,Sedan,0,Hybrid,1.3,100000,4,Tiptronic,Front,4,left,Silver,10,13799,0
915.0,BMW,X5,2014,Jeep,1,Diesel,3.0,0,6,Automatic,4x4,4,left,Black,0,7213,0
,BMW,"118 2,0",2008,Hatchback,1,Diesel,2.0,188000,4,Manual,Rear,4,left,Beige,10,20228,1
1091.0,TOYOTA,Camry,2016,Sedan,1,Petrol,2.5,42140,4,Automatic,Front,4,left,White,6,32929,0
707.0,SSANGYONG,REXTON,2011,Jeep,1,Diesel,2.0,224142,4,Automatic,Front,4,left,White,4,18092,0
,HONDA,FIT,2012,Hatchback,0,Hybrid,1.3,126000,4,Automatic,Front,4,right,Silver,5,12231,0
,TOYOTA,Prius,2005,Sedan,0,Hybrid,1.5,111111,4,Automatic,Front,4,left,Silver,6,14113,0
862.0,FORD,Escape,2011,Jeep,1,Hybrid,2.5,168966,4,Automatic,4x4,4,left,White,0,3607,0
,VOLKSWAGEN,Transporter,1980,Minivan,0,Petrol,2.0,111111,4,Manual,Rear,4,left,Beige,0,2700,0
,CHRYSLER,PT Cruiser,2002,Sedan,0,Petrol,2.0,200000,6,Manual,Front,4,left,Silver,0,6272,0
879.0,SSANGYONG,Actyon,2019,Jeep,1,Diesel,1.6,57874,4,Automatic,Front,4,left,Blue,4,43868,0
,FORD,Fusion,2016,Sedan,1,Plug-in Hybrid,2.0,59200,4,Tiptronic,Front,4,left,White,10,38574,0
,RENAULT,Megane,2011,Universal,0,Diesel,1.5,300000,4,Manual,Front,4,left,White,4,17876,1
,MAZDA,Demio evropuli,2003,Hatchback,0,CNG,1.4,185000,4,Manual,Front,4,left,Blue,4,7213,0
1324.0,TOYOTA,Highlander,2010,Sedan,1,Hybrid,3.3,226198,6,Automatic,4x4,4,left,Green,12,1725,0
1624.0,MERCEDES-BENZ,E 350,2009,Sedan,1,Diesel,3.5,266061,6,Automatic,4x4,4,left,Black,12,1411,0
,OPEL,Astra,1997,Hatchback,0,CNG,1.6,131000,4,Manual,Front,4,left,Grey,1,3500,0
,OPEL,Astra,2000,Sedan,1,LPG,2.5,11111,6,Tiptronic,Rear,4,left,Silver,7,8467,0
919.0,MERCEDES-BENZ,ML 350,2012,Jeep,1,Diesel,3.0,145227,6,Automatic,4x4,4,left,Grey,12,157,0
765.0,MITSUBISHI,Outlander,2015,Jeep,0,Petrol,2.0,65047,4,Tiptronic,4x4,4,left,White,10,27598,0
,FORD,Transit,2011,Microbus,0,Diesel,2.2,160000,4,Manual,Front,4,left,Yellow,1,17249,1
,BMW,X5,2008,Jeep,1,Petrol,3.0,208000,6,Automatic,4x4,4,left,Blue,8,29793,1
1024.0,TOYOTA,Camry,2010,Sedan,0,Petrol,2.5,159000,4,Tiptronic,Front,4,left,Silver,9,17249,0
,BMW,528,2012,Sedan,1,Petrol,2.0,120162,4,Tiptronic,Rear,4,left,White,16,36065,1
639.0,HYUNDAI,Santa FE,2014,Jeep,1,Diesel,2.0,45300,4,Automatic,Front,4,left,Blue,4,30367,0
1077.0,MAZDA,1000,2019,Jeep,1,Petrol,2.0,11566,4,Automatic,4x4,4,left,Black,12,470,0
1172.0,HONDA,Odyssey,2011,Sedan,1,Petrol,3.5,204237,6,Automatic,Front,4,left,Silver,12,3763,0
862.0,HYUNDAI,H1,2011,Minivan,1,Diesel,2.5,72609,4,Automatic,Front,4,left,Silver,4,21297,0
1091.0,HYUNDAI,H1,2016,Minivan,1,Diesel,2.5,127675,4,Automatic,Front,4,left,Silver,4,39593,0
1399.0,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,382746,6,Automatic,4x4,4,left,Silver,12,314,0
831.0,HONDA,Civic,2018,Sedan,1,Petrol,1.5,42857,4,Automatic,Front,4,left,Grey,4,68144,0
1172.0,MERCEDES-BENZ,E 350,2011,Coupe,1,Diesel,3.5,170429,6,Automatic,Rear,2,left,Silver,12,15994,0
1405.0,BMW,X5,2009,Jeep,1,Diesel,3.0,229854,6,Automatic,4x4,4,left,Green,0,1803,0
,HONDA,Stream,2004,Minivan,0,Petrol,1.7,0,4,Automatic,Front,4,right,Silver,4,6899,0
862.0,TOYOTA,Camry,2011,Sedan,1,Petrol,2.5,214432,4,Automatic,Front,4,left,Blue,12,470,0
1529.0,MERCEDES-BENZ,C 180,1995,Sedan,0,CNG,1.8,0,4,Manual,Rear,4,left,Purple,4,4704,0
934.0,HYUNDAI,H1,2015,Minivan,1,Diesel,2.5,52351,4,Automatic,Front,4,left,Yellow,4,23518,0
1091.0,TOYOTA,Camry,2016,Sedan,1,Petrol,2.5,89109,4,Automatic,Front,4,left,White,12,251,0
1018.0,BMW,X5,2011,Jeep,1,Diesel,3.0,207694,6,Automatic,4x4,4,left,Black,0,10036,0
,BMW,X5,2004,Jeep,1,Petrol,4.8,206000,12,Tiptronic,4x4,4,left,Blue,8,14113,0
583.0,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,129000,4,Automatic,Front,4,left,Silver,4,20005,0
586.0,TOYOTA,Prius,2012,Hatchback,1,Hybrid,1.8,323733,4,Automatic,Front,4,left,Grey,12,8938,0
966.0,HYUNDAI,Genesis,2009,Coupe,1,Petrol,2.0,106325,4,Automatic,Front,4,left,White,4,14229,0
531.0,NISSAN,Juke,2012,Jeep,1,Petrol,1.6,167405,4,Automatic,4x4,4,left,Black,0,8781,0
836.0,HYUNDAI,Genesis,2010,Coupe,1,Petrol,2.0,146691,4,Automatic,Front,4,left,Black,4,15289,0
,VOLKSWAGEN,Touareg,2005,Jeep,1,CNG,4.2,260000,8,Tiptronic,4x4,4,left,Silver,12,13485,0
1017.0,HYUNDAI,Santa FE,2017,Jeep,1,Diesel,2.0,66340,4,Automatic,Front,4,left,Blue,4,50030,0
,MERCEDES-BENZ,C 180 2.0,1998,Sedan,0,CNG,2.0,0,4,Manual,Rear,4,left,Silver,4,7527,0
645.0,TOYOTA,Prius,2011,Hatchback,0,Hybrid,1.8,145000,4,Automatic,Front,4,left,White,12,17249,0
919.0,MERCEDES-BENZ,E 350,2012,Sedan,1,Diesel,3.0,171221,6,Automatic,Rear,4,left,Black,12,9565,0
,TOYOTA,Prius,2015,Sedan,0,Hybrid,1.8,67200,4,Automatic,Front,4,left,Black,8,21953,0
642.0,HYUNDAI,Sonata,2012,Sedan,1,LPG,2.0,71318,4,Automatic,Front,4,left,White,4,8311,0
,SUBARU,Legacy,2005,Sedan,0,Petrol,2.0,202000,4,Automatic,4x4,4,right,Black,2,3850,0
,CHEVROLET,Cruze,2005,Hatchback,0,Petrol,1.5,100000,4,Automatic,Front,4,right,Black,4,7213,0
697.0,HYUNDAI,Elantra,2015,Sedan,1,Petrol,1.8,83902,4,Automatic,Front,4,left,Grey,0,10976,0
,VOLKSWAGEN,Passat,2017,Sedan,1,Petrol,1.8,39000,4,Automatic,Front,4,left,Golden,12,21953,1
1051.0,HYUNDAI,Sonata,2016,Sedan,0,Petrol,2.4,0,4,Automatic,Front,4,left,Beige,0,16935,0
586.0,HYUNDAI,Elantra,2012,Sedan,0,Petrol,1.8,158080,4,Automatic,Front,4,left,Black,6,6586,0
1292.0,LAND ROVER,Range Rover,2016,Jeep,1,Diesel,3.0,84110,6,Automatic,4x4,4,left,Black,12,17876,0
1426.0,FORD,F150,2018,Sedan,1,Petrol,2.7,2792,6,Automatic,Rear,4,left,White,12,7840,0
,TOYOTA,Land Cruiser 105,2004,Jeep,1,Diesel,4.2,170000,8,Manual,4x4,4,left,Silver,2,200,0
917.0,BMW,X6,2013,Jeep,1,Petrol,3.0,179382,6,Automatic,4x4,4,left,Grey,12,7370,0
640.0,SSANGYONG,REXTON,2013,Jeep,1,Diesel,2.0,169027,4,Automatic,Front,4,left,Silver,4,29075,0
1017.0,HYUNDAI,Tucson,2017,Jeep,1,Diesel,2.0,79877,4,Automatic,Front,4,left,Black,4,43880,0
781.0,TOYOTA,Camry,2012,Sedan,1,Hybrid,2.5,314373,4,Automatic,Front,4,left,Grey,12,392,0
707.0,SSANGYONG,REXTON,2011,Jeep,1,Diesel,2.0,109092,4,Automatic,Front,4,left,Black,4,31659,0
502.0,HONDA,Civic,2013,Sedan,1,Hybrid,1.5,144872,4,Automatic,Front,4,left,White,0,8311,0
,FORD,Transit,2011,Microbus,0,Petrol,1.3,148000,4,Manual,Front,4,left,White,8,11917,0
862.0,FORD,Escape,2011,Jeep,1,Hybrid,2.5,130306,4,Automatic,4x4,4,left,Green,0,314,0
639.0,HYUNDAI,Santa FE,2014,Jeep,1,Diesel,2.0,231241,4,Automatic,Front,4,left,White,4,28909,0
980.0,NISSAN,Sentra,2018,Sedan,1,Petrol,1.8,67272,4,Automatic,Front,4,left,Silver,12,2430,0
,MAZDA,MPV,2005,Minivan,0,Petrol,3.0,20000,6,Automatic,Front,4,left,Grey,4,8467,0
1811.0,LEXUS,GX 460,2010,Jeep,1,Petrol,4.6,275240,8,Automatic,4x4,4,left,Silver,0,15681,0
645.0,CHEVROLET,Cruze,2011,Sedan,1,Diesel,1.8,241768,4,Automatic,Front,4,left,Silver,4,10697,0
1197.0,TOYOTA,Tacoma,2012,Sedan,1,Petrol,4.0,365810,6,Automatic,4x4,4,left,White,12,27911,0
831.0,HONDA,Cr-v,2011,Jeep,0,Petrol,2.4,112578,4,Automatic,4x4,4,left,White,6,19444,0
502.0,TOYOTA,Aqua,2013,Sedan,1,Petrol,1.5,70400,4,Automatic,Front,4,left,Blue,4,19883,0
,TOYOTA,Hilux,2016,Pickup,0,Diesel,2.4,138400,6,Manual,Rear,4,left,White,8,31361,1
382.0,FORD,Fusion,2015,Sedan,1,Hybrid,2.0,88795,4,Automatic,Front,4,left,Black,0,2587,0
